账号,微博,时间,肺炎相关,转发,评论,点赞,mid,地址
xiaolwl,真的很靠谱的回收渠道，打款超快，价格实在，关键还省心[doge][doge][doge]@李杰灵 [doge][doge][doge]@趣评测詹志斌 http://t.cn/R2WxQOQ ​​​,1569333418,0,0,0,0,4420167087805986,0
xiaolwl,万一,1569316831,0,0,0,0,4420097512575753,0
xiaolwl,我手里的11 Pro Max突然就不卡了[doge][doge],1569314230,0,0,0,0,4420086607681442,0
xiaolwl,我的一个朋友说她是学生[doge],1569250962,0,0,0,0,4419821241994232,0
xiaolwl,深深鞠躬🙇,1569198423,0,0,0,0,4419600877776788,0
xiaolwl,苹果用哪个喜欢哪个[doge],1569151994,0,0,0,0,4419406140209241,0
xiaolwl,转发微博,1569143555,0,0,0,0,4419370744659932,0
xiaolwl,[嘻嘻],1569125522,0,0,0,0,4419295104953614,0
xiaolwl,[doge],1569023166,0,0,0,0,4418865796294866,0
xiaolwl,[嘻嘻],1568954432,0,0,0,0,4418577500874830,0
xiaolwl,转啦,1568893795,0,0,0,0,4418323171191637,0
xiaolwl,转发微博,1568870751,0,0,0,0,4418226521613527,0
xiaolwl,吃牛排了么[doge],1568816726,0,0,0,0,4417999925004167,0
xiaolwl,立秋到了，一起来贴秋膘吧！我正在使用“贴秋膘”会员专属 #微博卡片背景#，你也快来试试吧！ http://t.cn/RFttSIP ​​​,1568812955,0,0,0,0,4417984104021621,0
xiaolwl,回复@王源宗Bboy:手机这样已经不错了吧[doge],1568807685,0,0,0,0,4417962003769456,0
xiaolwl,来了,1568804913,0,0,0,0,4417950372782906,0
xiaolwl,[加油],1568722545,0,0,0,0,4417604901275162,0
xiaolwl,哈哈,1568717739,0,0,0,0,4417584738438752,0
xiaolwl,[太开心],1568716297,0,0,0,0,4417578690649985,0
xiaolwl,万一？,1568713788,0,0,0,0,4417568171518645,0
xiaolwl,回复@乐观的三无少年:媒体机，可以激活[doge],1568710365,0,0,0,0,4417553809644330,0
xiaolwl,这次是我了,1568638740,0,0,0,0,4417253397091407,0
xiaolwl,回复@树深时见鹿XX199901:AirPods真香[doge],1568638117,0,0,0,0,4417250780272697,0
xiaolwl,转发微博,1568629492,0,0,0,0,4417214604016019,0
xiaolwl,这么忙，一定要补充营养啊，鸡肉富含丰富的蛋白...[doge],1568607486,0,0,0,0,4417122303999199,0
xiaolwl,人到中年，要的就是个省心，还猛[doge],1568596459,0,0,0,0,4417076057758434,0
xiaolwl,阿华没有GG服务，不知道多大影响[doge],1568591613,0,0,0,0,4417055732209899,0
xiaolwl,理论上说隐患是不可能完全消除的[doge],1568591492,0,0,0,0,4417055220094647,0
xiaolwl,[太开心],1568545633,0,0,0,0,4416862873827330,0
xiaolwl,我要是也能跑这么快就好了[doge],1568538612,0,0,0,0,4416833429488830,0
xiaolwl,万一呢[doge],1568461916,0,0,0,0,4416511743351854,0
xiaolwl,回复@万年潜水偶尔冒泡:白色版中框是最亮的亮银色，与边框颜色对比度高，正面看起来可削弱本来大黑边的窒息感。 其他颜色中框颜色较深，容易视觉上和边框融合，增加视觉上的边框厚度[doge],1568454979,0,0,0,0,4416482643280622,0
xiaolwl,Pro Max都买了，还要什么充电宝[doge],1568443768,0,0,0,0,4416435621062265,0
xiaolwl,@趣评测詹志斌 @李杰灵 趣评测赞助了么[doge],1568443608,0,0,0,0,4416434950229472,0
xiaolwl,黑转白了，白色边框视觉最窄[doge],1568443484,0,0,0,0,4416434433771589,0
xiaolwl,不错，我们正常人出差够了[doge],1568430319,0,0,0,0,4416379216547413,0
xiaolwl,我围观了@罗永浩 的回答，该问题价值2000.00元，围观仅1元，快来一起围观~ http://t.cn/AiEKShqa ​​​,1568417172,0,0,0,0,4416324069656721,0
xiaolwl,哈哈,1568366722,0,0,0,0,4416112471014438,0
xiaolwl,哈哈,1568366705,0,0,0,0,4416112395046320,0
xiaolwl,哈哈,1568366687,0,0,0,0,4416112319652582,0
xiaolwl,哈哈,1568366673,0,0,0,0,4416112261151297,0
xiaolwl,哈哈,1568366657,0,0,0,0,4416112193829010,0
xiaolwl,哈哈,1568366373,0,0,0,0,4416111003522376,0
xiaolwl,哈哈,1568366343,0,0,0,0,4416110876799919,0
xiaolwl,作为今天全天门诊医护人员感谢各行各业的劳动者默默付出[加油],1568359367,0,0,0,0,4416081617276662,0
xiaolwl,[doge],1568270390,0,0,0,0,4415708424959382,0
xiaolwl,这样合照真的显黑[doge],1568251463,0,0,0,0,4415629040284782,0
xiaolwl,内容不错哦,1568250065,0,0,0,0,4415623172417142,0
xiaolwl,转发微博,1568203187,0,0,0,0,4415426556042725,0
xiaolwl,转发微博,1568203154,0,0,0,0,4415426413199362,0
xiaolwl,转发微博,1568190995,0,0,0,0,4415375414450995,0
xiaolwl,加油💪,1568189326,0,0,0,0,4415368413805214,0
xiaolwl,转发微博,1568180627,0,0,0,0,4415331927837379,0
xiaolwl,转发微博,1568180554,0,0,0,0,4415331622175378,0
xiaolwl,哈哈哈哈哈哈哈哈,1568177181,0,0,0,0,4415317474034798,0
xiaolwl,万一[doge],1568172678,0,0,0,0,4415298587120255,0
xiaolwl,转发微博,1568164242,0,0,0,0,4415263208651937,0
xiaolwl,转发微博,1568162108,0,0,0,0,4415254253205503,0
xiaolwl,嗯,1568161730,0,0,0,0,4415252667700199,0
xiaolwl,转发微博,1568082258,0,0,0,0,4414919337987016,0
xiaolwl,嗯嗯,1568074498,0,0,0,0,4414886790085038,0
xiaolwl,万一呢[doge],1568023176,0,0,0,0,4414671534978880,0
xiaolwl,Cook：安排，给我马上安排[doge],1567952209,0,0,0,0,4414373877355259,0
xiaolwl,不支持也得买呀[doge],1567850846,0,0,0,0,4413948730277406,0
xiaolwl,这个不错哎,1567850550,0,0,0,0,4413947488443377,0
xiaolwl,@百度,1567850435,0,0,0,0,4413947002611137,0
xiaolwl,用我的晚安陪你吃早餐[doge],1567849086,0,0,0,0,4413941344011695,0
xiaolwl,转发微博,1567838658,0,0,0,0,4413897606338032,0
xiaolwl,转发微博,1567812261,0,0,0,0,4413786888822019,0
xiaolwl,很好的科普,1567529300,0,0,0,0,4412600068561715,0
xiaolwl,转发微博,1567522846,0,0,0,0,4412572998121183,0
xiaolwl,司门口[doge],1567516804,0,0,0,0,4412547656118342,0
xiaolwl,我正在申请微博认证，认证信息为“武汉市中心医院 眼科医师”。请@CHENC-VISION @TheLancet-Vivian 转发此条微博帮我确认身份，多谢！！ http://t.cn/RBkif8G ​​​,1567516680,0,0,0,0,4412547131999881,0
xiaolwl,需要邀请码的来[doge] http://t.cn/RyhHGaW ​​​,1567511720,0,0,0,0,4412526328223604,0
xiaolwl,转发微博,1567468248,0,0,0,0,4412343993724347,0
xiaolwl,转发微博,1567292712,0,0,0,0,4411607746306841,0
xiaolwl,转发微博,1567211955,0,0,0,0,4411269022823642,0
xiaolwl,转发微博,1567175063,0,0,0,0,4411114286676929,0
xiaolwl,万一呢,1567174736,0,0,0,0,4411112914849326,0
xiaolwl,转发微博,1567168330,0,0,0,0,4411086046896999,0
xiaolwl,转发微博,1567117063,0,0,0,0,4410871016999656,0
xiaolwl,转发微博,1567052645,0,0,0,0,4410600832135599,0
xiaolwl,转发微博,1567023227,0,0,0,0,4410477440289001,0
xiaolwl,转发微博,1566826460,0,0,0,0,4409652140266059,0
xiaolwl,转发微博,1566742578,0,0,0,0,4409300317222277,0
xiaolwl,转发微博,1566603815,0,0,0,0,4408718298639471,0
xiaolwl,转发微博,1566603292,0,0,0,0,4408716104849579,0
xiaolwl,转发微博,1566562260,0,0,0,0,4408544004703139,0
xiaolwl,转发微博,1566530021,0,0,0,0,4408408784207594,0
xiaolwl,转发微博,1566395460,0,0,0,0,4407844394740297,0
xiaolwl,七嫂真的回来了呀[doge],1566390802,0,0,0,0,4407824861425009,0
xiaolwl,转发微博,1566314166,0,0,0,0,4407503422731836,0
xiaolwl,转发微博,1566304459,0,0,0,0,4407462712876714,0
xiaolwl,转发微博,1566302589,0,0,0,0,4407454865143060,0
xiaolwl,转发微博,1566294216,0,0,0,0,4407419746292558,0
xiaolwl,转发微博,1566276936,0,0,0,0,4407347269591892,0
xiaolwl,转发微博,1566275229,0,0,0,0,4407340109077496,0
xiaolwl,哈哈,1566257325,0,0,0,0,4407265014076603,0
xiaolwl,转发微博,1565793295,0,0,0,0,4405318731590101,0
xiaolwl,转发微博,1565776406,0,0,0,0,4405247893690289,0
xiaolwl,转发微博,1565704312,0,0,0,0,4404945510316012,0
xiaolwl,0不能作为被除数[doge],1565604057,0,0,0,0,4404525014184136,0
xiaolwl,转发微博,1565600451,0,0,0,0,4404509885121191,0
xiaolwl,播么？,1565524102,0,0,0,0,4404189659074716,0
xiaolwl,iPad干净多了，真猛[doge],1565449244,0,0,0,0,4403875681442064,0
xiaolwl,光看个UI就谈区别？,1565449103,0,0,0,0,4403875085628260,0
xiaolwl,就像金拱门和开封菜[doge],1565437758,0,0,0,0,4403827505334240,0
xiaolwl,万一？,1565436197,0,0,0,0,4403820953721981,0
xiaolwl,红盟是哪个盟？,1565435861,0,0,0,0,4403819548575197,0
xiaolwl,转发微博,1565406360,0,0,0,0,4403695808238321,0
xiaolwl,转发微博,1565248541,0,0,0,0,4403033872106567,0
xiaolwl,转发微博,1565227329,0,0,0,0,4402944897716661,0
xiaolwl,转发微博,1565130469,0,0,0,0,4402538637707833,0
xiaolwl,嘿嘿,1565051804,0,0,0,0,4402208692801231,0
xiaolwl,转发微博,1564912064,0,0,0,0,4401622581006959,0
xiaolwl,转发微博,1564897176,0,0,0,0,4401560136549322,0
xiaolwl,转发微博,1564897169,0,0,0,0,4401560107002301,0
xiaolwl,转发微博,1564897165,0,0,0,0,4401560089765823,0
xiaolwl,转发微博,1564897145,0,0,0,0,4401560005968296,0
xiaolwl,转发微博,1564897015,0,0,0,0,4401559460954883,0
xiaolwl,@趣评测詹志斌 ,1564896996,0,0,0,0,4401559385756547,0
xiaolwl,转发微博,1564846814,0,0,0,0,4401348902796868,0
xiaolwl,万一,1564655155,0,0,0,0,4400545030558924,0
xiaolwl,分享图片 ​​​,1564487296,0,0,0,0,4399840974879578,0
xiaolwl,转发微博,1564442253,0,0,0,0,4399652051301109,0
xiaolwl,在侧面坡度比较大的斜坡上行驶是不是开快一点比较安全[doge],1564278619,0,0,0,0,4398965719887662,0
xiaolwl,转发微博,1564011513,0,0,0,0,4397845400139317,0
xiaolwl,太猛了，这么快就收到啦！@魏布斯 http://t.cn/R2WxQOQ ​​​,1563704199,0,0,0,0,4396556427984650,0
xiaolwl,哈哈，怎么说呢，不嫌多[doge],1563631672,0,0,0,0,4396252227252818,0
xiaolwl,艾玛我终于不再是中奖绝缘体了！感谢金主@魏布斯，感谢@微博抽奖平台！一起分享我的喜悦吧>>> http://t.cn/AilaBHYE ​​​,1563628432,0,0,0,0,4396238637708139,0
xiaolwl,参考一下,1563614891,0,0,0,0,4396181847658165,0
xiaolwl,转发微博,1563367920,0,0,0,0,4395145975372481,0
xiaolwl,转发微博,1563365759,0,0,0,0,4395136911742259,0
xiaolwl,转发微博,1563253463,0,0,0,0,4394665904362876,0
xiaolwl,没有烤箱怎么办？微波炉行么[doge],1563206958,0,0,0,0,4394470852057430,0
xiaolwl,转发微博,1563009445,0,0,0,0,4393642422696841,0
xiaolwl,转发微博,1562922657,0,0,0,0,4393278403052002,0
xiaolwl,转发微博,1562827135,0,0,0,0,4392877759253678,0
xiaolwl,转发微博,1562596095,0,0,0,0,4391908702636313,0
xiaolwl,我在2019#超级红人节#活动中，为超红人气榜的 @手工耿 投出了宝贵10票！谁是你心目中的人气红人？猛戳#超级红人节#投票，最具人气红人由你决定！http://t.cn/Aips5Hr8 ​​​,1562377209,0,0,0,0,4390990628759390,0
xiaolwl,转发微博,1562324722,0,0,0,0,4390770481598459,0
xiaolwl,老七喝多了？@老七,1562280972,0,0,0,0,4390586981020710,0
xiaolwl,我在2019#超级红人节#活动中，为超红人气榜的 @小白测评 投出了宝贵10票！谁是你心目中的人气红人？猛戳#超级红人节#投票，最具人气红人由你决定！http://t.cn/Ai0AJAhN ​​​,1562214608,0,0,0,0,4390308630020676,0
xiaolwl,我在2019#超级红人节#活动中，为超红人气榜的 @老师好我叫何同学 投出了宝贵10票！谁是你心目中的人气红人？猛戳#超级红人节#投票，最具人气红人由你决定！http://t.cn/Ai0AJAjz ​​​,1562052095,0,0,0,0,4389627001258507,0
xiaolwl,#仓鼠阿芬# 今天的夜班餐是鸡蛋灌饼，真的不知道第一个人是怎么创作出这一道菜的，应该比武汉的油饼包烧麦要早很多，碳水带来的满足感不是脂肪能代替的，一口下去你就会感觉多巴胺在疯狂的分泌，胃肠兴奋得甚至有些颤抖，体重越大，责任越大，你只有全身心投入的把他送入你的消化系统才是对饼最大的尊... http://m.weibo.cn/client/version,1561891357,0,0,0,0,4388952817489912,0
xiaolwl,http://t.cn/Ai0LqWfM,1561738521,0,0,0,0,4388311777139391,0
xiaolwl,万一呢[doge],1561677809,0,0,0,0,4388057131998799,0
xiaolwl,转发微博,1561037418,0,0,0,0,4385371138188625,0
xiaolwl,转发微博,1560987927,0,0,0,0,4385163557545488,0
xiaolwl,转发微博,1560916820,0,0,0,0,4384865312815761,0
xiaolwl,转发微博,1560741913,0,0,0,0,4384131699558591,0
xiaolwl,万一呢,1560662838,0,0,0,0,4383800035545957,0
xiaolwl,回复@王员外:用过mate 20 pro和S10 plus，果断换回iPhone X了...,1560564921,0,0,0,0,4383389341517673,0
xiaolwl,@貝貝貝貝貝張- 这个不错,1560261112,0,0,0,0,4382115073912951,0
xiaolwl,转发微博,1559829763,0,0,0,0,4380305865380470,0
xiaolwl,转发微博,1559483147,0,0,0,0,4378852052387371,0
xiaolwl,转发微博,1559429111,0,0,0,0,4378625408919314,0
xiaolwl,转发微博,1559034205,0,0,0,0,4376969052898534,0
xiaolwl,转发微博,1558893417,0,0,0,0,4376378545567848,0
xiaolwl,转发微博,1558891759,0,0,0,0,4376371591836842,0
xiaolwl,是我,1558620405,0,0,0,0,4375233449955320,0
xiaolwl,转发微博,1558472276,0,0,0,0,4374612152046545,0
xiaolwl,嗯,1558225771,0,0,0,0,4373578235498936,0
xiaolwl,转发微博,1557574720,0,0,0,0,4370847529894399,0
xiaolwl,转发微博,1557561853,0,0,0,0,4370793561619693,0
xiaolwl,@李杰灵 @趣评测詹志斌 真心值得信赖，打款好快啊，关键好多给你钱[太开心][太开心][太开心] http://t.cn/z8LKjaI ​​​,1557446677,0,0,0,0,4370310482484929,0
xiaolwl,@貝貝貝貝貝張-,1557320619,0,0,0,0,4369781752649820,0
xiaolwl,我分享了文章 http://t.cn/ESggDou ​​​,1556926934,0,0,0,0,4368130517977025,0
xiaolwl,谢谢园老师,1556848998,0,0,0,0,4367803630928373,0
xiaolwl,转发微博,1556802524,0,0,0,0,4367608708806665,0
xiaolwl,万一？,1556753144,0,0,0,0,4367401585350593,0
xiaolwl,嗯,1556666556,0,0,0,0,4367038413139229,0
xiaolwl,转发微博,1556444403,0,0,0,0,4366106641053395,0
xiaolwl,万一呢,1555716639,0,0,0,0,4363054172916275,0
xiaolwl,超级英雄就在身边,1555714559,0,0,0,0,4363045444191632,0
xiaolwl,转发微博,1555560406,0,0,0,0,4362398883951212,0
xiaolwl,转发微博,1555536686,0,0,0,0,4362299395403977,0
xiaolwl,转发微博,1555293388,0,0,0,0,4361278930006640,0
xiaolwl,@老七 你看，考虑下？,1554954480,0,0,0,0,4359857441852372,0
xiaolwl,@汤罐子夏,1554935569,0,0,0,0,4359778132769411,0
xiaolwl,好美,1554634384,0,0,0,0,4358514866168031,0
xiaolwl,,1554264185,0,0,0,0,4356962143224086,0
xiaolwl,麻花影视伴你行，全网免费独一家 下载麻花影视，热门影视随心看 http://t.cn/EiAeRtj ​​​,1553992104,0,0,0,0,4355820953740351,0
xiaolwl,动画名门之BONES篇：一块日本动漫界最硬的骨头 动漫菌一直想给大家科普日本动画行业中的各大名门，但由于之前麻花的动漫库存较为单薄，导致这个系列延迟至今。今天介绍的是日本动画界的硬核良心BONES，又名骨头社，它的作品一直代表着日本动画业的最高峰，旗下不乏《钢炼》《野良神》《血界战线》《灵... http://m.weibo.cn/client/version,1553992072,0,0,0,0,4355820809999036,0
xiaolwl,求图二壁纸,1553164759,0,0,0,0,4352350812503338,0
xiaolwl,哈哈,1552736041,0,0,0,0,4350552639481217,0
xiaolwl,转发微博,1552465763,0,0,0,0,4349419010641216,0
xiaolwl,转发微博,1552465605,0,0,0,0,4349418347805457,0
xiaolwl,转发微博,1551995056,0,0,0,0,4347444723143275,0
xiaolwl,转发微博,1551964492,0,0,0,0,4347316531700999,0
xiaolwl,转发微博,1551963421,0,0,0,0,4347312035541119,0
xiaolwl,转发微博,1551590745,0,0,0,0,4345748918989721,0
xiaolwl,@貝貝貝貝貝張-,1551568071,0,0,0,0,4345653817349950,0
xiaolwl,『女儿眼睛被同学打伤， 父亲持刀捅死10岁男童： 家长们该怎样面对校园暴_手机搜狐网』http://t.cn/EIAatCG ​​​,1551486652,0,0,0,0,4345312321469115,0
xiaolwl,转发微博,1551367690,0,0,0,0,4344813359331330,0
xiaolwl,转发微博,1551307630,0,0,0,0,4344561449533538,0
xiaolwl,转发微博,1551133579,0,0,0,0,4343831425986336,0
xiaolwl,万一呢,1550810259,0,0,0,0,4342475323701663,0
xiaolwl,车载无线充那里过度的有些快呢！@貝貝貝貝貝張-,1550694224,0,0,0,0,4341988641599625,0
xiaolwl,群发的不要紧… http://t.cn/EV1ViFV,1550660097,0,0,0,0,4341845502811596,0
xiaolwl,转发微博,1550413162,0,0,0,0,4340809777870274,0
xiaolwl,转发微博,1550274571,0,0,0,0,4340228485257275,0
xiaolwl,转发微博,1550229958,0,0,0,0,4340041365567062,0
xiaolwl,德克士的手枪腿🦵真的是他家的特色了，每次来火车站我都会想点一份，可不是每次都有时间，大大的鸡腿🍗连着胯部，看着就好有满足感，外皮酥脆，肉质软嫩，配上独家的干碟，绝对是腿届极品！这时候再来一杯可乐，感觉人生已经达到了巅峰...[doge] http://t.cn/R0kpcHA ​​​,1550227176,0,0,0,0,4340029696224746,0
xiaolwl,转发微博,1549714060,0,0,0,0,4337877532144325,0
xiaolwl,转发微博,1549508978,0,0,0,0,4337017355951772,0
xiaolwl,真响 http://t.cn/RJLRU0u ​​​,1549272467,0,0,0,0,4336025356587235,0
xiaolwl,转发微博,1549252105,0,0,0,0,4335939956229902,0
xiaolwl,转发微博,1549175220,0,0,0,0,4335617472765451,0
xiaolwl,转发微博,1549098988,0,0,0,0,4335297733580729,0
xiaolwl,转发微博,1548948062,0,0,0,0,4334664703391249,0
xiaolwl,转发微博,1548947893,0,0,0,0,4334663994492142,0
xiaolwl,转发微博,1548913432,0,0,0,0,4334519454329701,0
xiaolwl,,1548773531,0,0,0,0,4333932667228751,0
xiaolwl,#让红包飞# 刷刷刷！微博红包雨来袭~ 我用超6的手速抢到了V+会员5折红包、新春大礼包等惊喜好礼！红包雨每场限时开启半小时，快来微博首页使劲儿下拉吧~ ​​​,1548649775,0,0,0,0,4333413592366770,0
xiaolwl,转发微博,1548564752,0,0,0,0,4333056985020925,0
xiaolwl,转发微博,1548547296,0,0,0,0,4332983768622919,0
xiaolwl,转发微博,1548129085,0,0,0,0,4331229664803070,0
xiaolwl,转发微博,1548042646,0,0,0,0,4330867113975133,0
xiaolwl,转发微博,1547982264,0,0,0,0,4330613853280195,0
xiaolwl,转发微博,1547976813,0,0,0,0,4330590989714360,0
xiaolwl,转发微博,1547635460,0,0,0,0,4329159251230841,0
xiaolwl,转发微博,1547618138,0,0,0,0,4329086598076665,0
