账号,微博,时间,肺炎相关,转发,评论,点赞,mid,地址
央视新闻,【央视快讯：#印尼发生6.3级地震#】@中国地震台网速报 正式测定，14时05分在印尼苏门答腊岛北部发生6.3级地震，震源深度10公里。,1/7/2020 14:42,0,149,352,1787,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IonFm1VK0?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【#伊朗将五角大楼成员视为恐怖分子#】据伊朗迈赫尔通讯社：当地时间7日，伊朗议会批准了一项名为“严厉复仇”的议案，为即将对美国展开的报复行动铺平了道路。议长阿里·拉里贾尼表示，美国五角大楼的所有成员，包括指挥官、特工和杀害苏莱马尼的人将被视为恐怖分子。此前，伊拉克再遭美军空袭，伊朗军 ...展开全文c,1/7/2020 15:20,0,630,687,6196,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IonUUeplQ?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【直播！#国产特斯拉正式交付#】去年1月7日，特斯拉上海超级工厂破土动工。今天，首批车主将喜提中国制造的特斯拉Model3。从动工到交付车辆，特斯拉上海超级工厂创下全球汽车制造商在中国的多项纪录。国产特斯拉长啥样？埃隆·马斯克在交付现场有何感言？一起看↓（央视记者魏然） O央视新闻的微博直播 ...展开全文c,1/7/2020 15:32,0,815,1865,47885,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IonZJgb3r?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【周知！#北京自修大学等5校停办#】北京市教育委员会发布通告：经调查核实，北京自修大学、北京生物研修学院、中国继续教育联合学院、北京京华医科大学、北京外企研修学院等5所学校，多年无实际办学行为、未正常参加民办高校办学状况年度检查。即日起，对5所学校的办学许可予以停止。转发提醒！ ...展开全文c,1/7/2020 16:07,0,251,202,1687,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IoodNggEy?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【#外交部回应伊朗严厉复仇议案#：呼吁各方保持克制】中国外交部发言人耿爽表示：中方对当前中东的事态非常关注。我们敦促美方不要滥用武力，同时也呼吁有关各方能保持克制，避免事态轮番升级。尽快回到对话协商的轨道上来，推动紧张局势尽快实现降温。（央视记者申杨）,1/7/2020 16:32,0,310,475,3742,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IoonNdliH?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【#消防员怒斥澳总理让其下台#】近日，澳大利亚消防员向媒体怒斥总理莫里森：“让他滚！”他的一位同事也向莫里森喊话：“赶紧下台！这几年每年都有山火，你却一无所知…”澳大利亚山火持续燃烧4个月，政府对灾情的处理被广泛质疑。上周，莫里森前往山火受灾区，还曾遭民众怒斥和拒绝握手。  ...展开全文c,1/7/2020 17:04,0,585,851,11260,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IooB7nRmo?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【英专家：#过去十年属于中国未来十年也一样#！】剑桥大学高级研究员马丁·雅克近日在《卫报》网站刊文称，过去十年，全球经济增长的主要源泉是中国非美国。新的十年，西方为中心的国际体系将继续分崩离析，中国主导的国际机制影响力将与日俱增，这一过程无法抗拒！海外网友：难得的客观报道！同意的转 ...展开全文c,1/7/2020 17:51,0,456,349,2688,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IooUcfEub?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【泪目！#京都动画今天拆除# 转发说再见】据日媒报道，日本京都动画大楼今天开始正式拆除，整个工程预计持续3个月。京都动画被昵称为“京阿尼”，其作品从分镜、原画、背景，到后期摄影和特效，几乎都是内部员工完成。去年7月，京都动画遭恶意纵火致33人遇难…网友：痛心 ...展开全文c,1/7/2020 18:18,0,901,397,3798,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/Iop4XvaK5?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【#招财猫该举左手还是右手#？转走长知识！】在日本，招财猫举右手招的是财富，举左手招的是福气。用手腕招，代表的是近三四年想要财富；用胳膊肘招，则代表的是10年或20年的愿望。那么问题来了：你想让招财猫举哪只手？ L央视新闻的微博视频,1/7/2020 18:49,0,583,418,2165,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IophH4AMR?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【#特斯拉交付现场马斯克兴奋热舞#】今天下午，#国产特斯拉正式交付#，埃隆·马斯克@ElonMusk 现身特斯拉上海工厂，并当场即兴献舞一支，灵魂舞步迎得一片喝彩！跳到兴奋之际，他还脱掉西装外套扔到场下！这曼妙舞姿，你给打几分？喜欢的转！  L央视新闻的微博视频,1/7/2020 19:23,0,617,785,4959,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IopvoxMgJ?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【#父亲为儿子写百万字抗癌日记#】“宝贝，你早上吃一碗米粥、大半个鸡蛋。7:40，服药……”从2014年10月16日儿子小峰确诊为白血病之后，5年多来，江苏淮安的宋杰书每天给儿子写抗癌日记，共1884篇，122万字。宋杰书说，最幸福的就是健康地和最爱的人过平凡的生活。看视频，愿小峰战胜病魔！ ...展开全文c,1/7/2020 20:00,0,385,476,4769,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IopKleocP?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【扩散周知！#国考成绩公布# 查分啦！】今天，2020国考笔试成绩正式公布！考生可登录→O网页链接 进行查询。转发周知，祝大家成功上岸！#国考成绩#,1/7/2020 20:26,0,1465,2846,11797,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IopV5AzUw?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【#苏莱马尼送葬队伍发生踩踏50余人死亡#】据伊朗国家电视台：当地时间7日，遭美军空袭身亡的伊朗高级指挥官苏莱马尼的葬礼，在其故乡克尔曼市举行。当天数百万人参加了送葬队伍，由于人多拥挤发生踩踏。根据官方目前公布的数据，事故已致50多人死亡，213人受伤，死伤者大多为前来参加送葬和哀悼的群众 ...展开全文c,1/7/2020 21:03,0,695,2178,48671,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/Ioq9T7vOP?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【惊魂一刻！车辆行驶中自燃，后车#司机按喇叭狂喊你车着火了#】5日，广州南站附近一辆轿车行驶中自燃，车底冒出黑烟火花，司机却毫无察觉。后方车辆发现后一路加速追赶，司机不停按喇叭高喊：“着火了！你的车着火了！”起火车辆这才停下，驾驶员下车后整辆车很快燃起大火…戳↓点赞中国好司机  ...展开全文c,1/7/2020 21:32,0,295,484,5500,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IoqlKeF9W?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【伊外长：若欧盟履行承诺，#伊朗中止伊核协议措施都是可逆的#】当地时间7日，伊朗外交部长扎里夫向外界表示，只要英、法、德和欧盟遵守各自承诺，伊朗中止履行伊核协议的所有措施都是“可逆的”。扎里夫：“我们将根据需要继续执行我们的和平核计划。这并不意味着伊核协议的结束。”（央视记者孙建）,1/7/2020 22:07,0,399,1645,23228,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IoqzVnydr?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【美翻了！#碧蓝洱海倒映苍山白雪#】“苍山雪”是云南大理风花雪月四大美景之一。近日，一场冬雪后，整座苍山白雪皑皑，在碧蓝洱海的映衬下，似出水芙蓉，美得令人心醉！ 你会带谁看尽苍山洱海？#我愿意为你#（央视记者李常明）,1/7/2020 22:30,0,1048,826,4296,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IoqJbb8Zv?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,#什么是有品质的生活#【夜读 | 多花钱≠会生活】好日子是自己一分一毛挣出来的，也是一点一滴用心经营出来的。 °多花钱≠会生活,1/7/2020 23:00,0,913,297,1935,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IoqVikHBm?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【2020开门红！#我国成功发射通信技术试验卫星五号#】7日23时20分，我国在西昌卫星发射中心用长征三号乙运载火箭，成功将通信技术试验卫星五号发射升空。卫星顺利进入预定轨道，任务圆满成功。此卫星主要用于卫星通信、广播电视、数据传输等业务，并开展高通量技术试验验证。转发祝贺！（央视记 ...展开全文c,1/7/2020 23:52,0,996,560,6624,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IorgplVT0?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,#周恩来去世44周年#【愿此盛世，如您所愿！】50多年革命生涯，26年总理任期，他理想坚定，高风亮节，功勋卓著，虚怀若谷；他是人民的“总服务员”，呕心沥血，鞠躬尽瘁。1976年的今天，周总理逝世，享年78岁。去世的时候，他没有子女和遗产，却有十里长街百万群众流泪送别…今天，转发视频，缅怀周总理 ...展开全文c,1/8/2020 6:59,0,55154,19190,179825,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/Iou3OvVpc?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【快讯：#美军驻伊空军基地遭导弹袭击#】美军驻伊拉克空军基地遭导弹袭击。据外媒，一名驻伊美军高级消息人士称，今天早些时候，伊拉克多个地点都发射了导弹，称这是伊朗对美军的一系列攻击。（央视记者张颖哲）,1/8/2020 7:34,0,1815,947,9489,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/Ioui4E9to?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【#伊朗证实发射导弹袭击美军#】伊朗Press TV消息，伊朗伊斯兰革命卫队证实以数十枚导弹袭击美国在伊拉克的阿萨德空军基地。法新社称，这一袭击是伊拉克亲伊朗势力对美军杀死苏莱曼尼将军的“回应”。#美军驻伊空军基地遭导弹袭击#,1/8/2020 7:52,0,502,508,3230,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IoupmrOfs?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【#特朗普正在和国家安全团队磋商#】美国白宫方面证实，美国总统特朗普已经听取了有关“驻伊拉克美军阿萨德空军基地遭袭”一事的报告，并在密切关注局势发展，同时与他的国家安全团队成员紧急磋商。#伊朗证实发射导弹袭击美军#,1/8/2020 8:22,0,567,2601,30130,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IouBKadkm?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【#伊朗敦促美国撤军否则将袭击其盟国#】伊朗伊斯兰革命卫队发表声明，宣布此次袭击美军基地是在为此前遭美军空袭身亡的革命卫队下属“圣城旅”指挥官苏莱马尼报仇；并敦促美国尽快从伊拉克撤军，否则伊朗将发动更多袭击。而科威特、巴林、沙特阿拉伯、约旦和以色列等美国的盟国也都将处于伊朗的打击范 ...展开全文c,1/8/2020 8:39,0,433,991,5497,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IouIE1xtN?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【#伊朗发动第二轮袭击#】据MSNBC报道，伊朗已发动第二轮袭击。视频为#美军驻伊空军基地遭导弹袭击#第一轮袭击时的现场画面↓↓L央视新闻的微博视频,1/8/2020 9:14,0,2648,5455,115340,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IouWA28xG?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【伊朗向美军基地发射“征服者”313弹道导弹】据伊朗法尔斯通讯社报道，（在第一轮袭击中）伊朗使用了“征服者”313弹道导弹。“征服者”是射程500公里的短程地对地导弹。#美军驻伊空军基地遭导弹袭击#,1/8/2020 9:26,0,437,541,2972,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/Iov1nA0UF?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【#权健组织领导传销案宣判# #权健被判罚金1亿#】今天，天津市武清区人民法院对被告单位权健自然医学科技发展有限公司及被告人束昱辉等12人组织、领导传销活动一案依法公开宣判，认定被告单位权健公司及被告人束昱辉等12人均构成组织、领导传销活动罪，权健公司被判罚金人民币1亿元，束昱辉获刑9年，罚 ...展开全文c,1/8/2020 9:47,0,235,718,3237,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/Iova90W3w?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【#最高检对赵正永决定逮捕#】全国人民代表大会原内务司法委员会副主任委员、陕西省委原书记赵正永涉嫌受贿一案，由国家监察委员会调查终结，移送检察机关审查起诉。日前，最高人民检察院依法以涉嫌受贿罪对赵正永作出逮捕决定。该案正在进一步办理中。（央视记者程琴）,1/8/2020 10:01,0,244,515,5139,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IovfO412x?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【#最高检对陈国强决定逮捕#】陕西省人民政府原党组成员、副省长陈国强涉嫌受贿一案，由国家监察委员会调查终结，移送检察机关审查起诉。日前，最高人民检察院依法以涉嫌受贿罪对陈国强作出逮捕决定。该案正在进一步办理中。（央视记者程琴）,1/8/2020 10:02,0,172,258,1889,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IovghmcFy?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【羞愧！#司机乱扔水瓶被1岁孩子捡回# 网友：孩子给大人上了一课】5日，山东济宁一司机向车窗外扔了一个空水瓶。一名1岁多萌娃恰好路过，误以为是别人掉了东西，便帮忙捡起还了回去。这一幕被孩子妈妈意外拍下，看视频↓为宝宝点赞！转发提醒：乱丢垃圾丢人！L青蕉视频的微博视频 @封面新闻,1/8/2020 11:08,0,1588,1215,21313,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IovH87qxT?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【#CNN称伊朗导弹击中区域没有美国人#】CNN报道称，美军基地被伊朗导弹击中的区域没有美国人居住，但有伊拉克人员伤亡。伊朗外长扎里夫在社交媒体上表态称，伊朗采取了适当的自卫措施，伊朗不寻求局势升级或是战争；他同时强调，伊朗将抵制任何形式的侵犯。特朗普称，将于美国时间8日早发表声明。（央 ...展开全文c,1/8/2020 11:35,0,1373,5327,136663,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IovRQn9mj?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【#乌克兰客机在德黑兰坠毁# 初步报告因技术问题坠机】伊朗塔斯尼姆通讯社消息，一架乌克兰客机在德黑兰霍梅尼国际机场附近坠毁，机上载有170名乘客，飞机型号为波音737，起飞后很快坠毁。初步报告称由于技术问题而导致坠机。（央视记者孙建）,1/8/2020 11:42,0,994,1282,5532,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IovUE8InM?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【现场视频！#乌克兰客机在德黑兰坠毁#】伊朗塔斯尼姆通讯社消息，一架乌克兰客机在伊朗德黑兰霍梅尼国际机场附近坠毁，机上载有170名乘客，飞机型号为波音737，起飞后很快坠毁。初步报告称由于技术问题导致坠机。当地民众拍到的坠机画面↓（央视记者孙建）  L央视新闻的微博视频,1/8/2020 12:05,0,1964,2550,15096,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/Iow438Y8e?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,#乌克兰客机在德黑兰坠毁#【机上170名乘客可能全部遇难】伊朗紧急医疗事故负责人表示，已派出了救援人员和救生队以及消防员；现场火势强劲，消防员试图控制，但因火势太大无法进行救护，所有乘客可能全部遇难。关注！,1/8/2020 12:15,0,456,509,1907,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/Iow8iafg6?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,#权健组织领导传销案宣判#【视频：#束昱辉庭审现场称认罪服法#】今天，天津市武清区人民法院对被告单位权健自然医学科技发展有限公司及被告人束昱辉等12人组织、领导传销活动一案依法公开宣判。权健公司被判罚金人民币1亿元，束昱辉获刑9年，罚金5000万元。现场画面↓↓(央视记者李文杰）  ...展开全文c,1/8/2020 12:56,0,509,872,4319,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IowoTASS6?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【#乌克兰坠毁客机无人生还#】今天，一架乌克兰客机在伊朗德黑兰霍梅尼国际机场附近坠毁，机上载有170名乘客，飞机型号为波音737。据伊朗国家电视台报道，所有乘客及机组人员遇难。#乌克兰客机在德黑兰坠毁# L央视新闻的微博视频,1/8/2020 13:14,0,368,797,1918,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IowwhjQhX?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【#油漆工自学钢琴能弹200多首曲子#】“本来不到1米7，弹琴时有1米8的感觉！”不识谱、不懂乐理，辽宁营口的董宇，1996年被分配到钢琴厂做油漆工后，看调音师弹琴自学，趁工友打牌时勤加苦练，20多年来硬是靠悟性和努力学会200多首曲子！如今一首曲子他只要听几遍就能弹出来为梦想点  ...展开全文c,1/8/2020 13:28,0,1510,746,10618,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IowBXg9WH?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【直播！探访#中国文学艺术界联合会春节大联欢#】今天，中国文学艺术界联合会2020春节大联欢在人民大会堂大宴会厅举办，来自13个文艺家协会的老中青艺术家齐聚，献上各具特色的表演。现场有哪些精彩节目，你喜欢的明星艺人在吗？戳直播↓一起去台前幕后走走~（央视记者裴斐） O央视新闻的微博直播 .,1/8/2020 13:29,0,10436,7246,324307,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IowClbE8W?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【#伊朗公布坠机原因为发动机故障#】伊朗伊斯兰共和国通讯社报道，伊朗道路与城市建设部通信与信息中心负责人卡西姆·比西表示，一架乌克兰波音737客机从德黑兰起飞不久后坠落的原因，是发动机故障导致的机体起火。此前有消息称，乌克兰客机坠毁原因是被导弹击中。#乌克兰客机在德黑兰坠毁#（总台记者雷 ...展开全文c,1/8/2020 14:12,0,1448,1928,26298,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IowTH5WiD?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【直播！央视记者直击伊朗国内情势！】当地时间8日凌晨，伊朗伊斯兰革命卫队称发射了数十枚导弹袭击了美军驻伊拉克阿萨德基地。同日，一架#乌克兰客机在德黑兰坠毁#，机上人员全部遇难。处于风口浪尖上的伊朗，目前国内情势如何？记者带来最新消息↓关注！（央视记者孙建）O央视新闻的微博直播 .,1/8/2020 14:34,0,511,2091,37086,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/Iox2IqQUp?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【#乌克兰坠毁客机黑匣子已找到#】今天，一架乌克兰客机在伊朗德黑兰霍梅尼国际机场附近坠毁。据俄罗斯卫星通讯社，伊朗救援部门已找到失事波音737客机黑匣子，并送往执法机关等待进一步调查。#乌克兰坠毁客机无人生还#，伊朗紧急情况部门负责人表示，失事客机乘客多半为伊朗公民。 ...展开全文c,1/8/2020 14:55,0,344,1153,15133,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/Ioxb3jdfX?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【转发提醒！#久坐或比跑步更伤膝盖#】近些年，不少人不敢大量运动，就怕膝盖脆弱受伤。但其实，久坐不动才是离我们更近的“膝盖杀手”！久坐会使下肢血液循环迟缓，不仅增加了关节损伤的风险，严重时可导致心脏、颈椎、腰椎等各处疾病↓↓↓拒绝久坐，适量运动，上班上学也要记得抽空起身活动噢 ...展开全文c,1/8/2020 15:29,0,2519,1261,9571,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IoxoJ1RYL?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【工信部通报：#瑞幸咖啡等15款APP侵害用户权益#】今天，工信部公布了第二批15款侵害用户权益行为APP名单：拉勾招聘、天涯社区、风行视频、一点资讯、luckin coffee等应用在列↓↓工信部要求：1月17日前完成整改。（央视记者孙蓟潍）,1/8/2020 15:58,0,2608,7798,156285,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IoxAuBb7C?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【急转！使馆提醒#在伊朗中国公民注意安全#】8日凌晨，#美军驻伊空军基地遭导弹袭击#。中国驻伊朗大使馆提醒在伊朗中国公民和机构密切关注地区安全形势，提高警惕，注意安全防范。如遇危险或突发情况，请及时报警并与中国驻伊朗大使馆联系。如遇紧急情况，可拨打+86-10-12308。转发扩散！（央视 ...展开全文c,1/8/2020 16:19,0,2465,646,9396,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IoxJpuMXU?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【#伊朗称不会与美国谈判#】伊朗最高领袖哈梅内伊今天发表讲话，表示伊朗的革命事业仍在继续。他说，这么多人参加苏莱马尼的葬礼，是重重地打了敌人的脸。“我们的军事反应还不够，美国在该地区的邪恶存在应该结束。我们不会与美国进行谈判，美国人无论走到哪里，都会带来破坏。”,1/8/2020 16:51,0,2147,6711,171826,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IoxWmk4y5?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【#乌坠毁客机无中国籍乘客#】外交部发言人耿爽在今天的例行记者会上介绍，目前尚未收到中国公民乘坐此次乌克兰坠毁航班的通报。乌克兰航空公司就失事飞机发布消息：失事飞机型号为波音737-800 NG，2016年出厂并投入使用。两天前，该飞机刚刚通过了全面的技术检查，未发现异常。受坠机事故影响，该公司 ...展开全文c,1/8/2020 17:06,0,174,511,7990,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/Ioy2op9Pl?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【#黄大年去世3周年#：心有大我，至诚报国】他是地球物理学家，2009年，国家召唤，他放弃国外优厚条件回国。刻苦钻研、勇于创新，他填补了多项国内技术空白，打破了国外技术封锁！2016年，黄大年因癌症住院，而他对学生说的最多的话是，“出息了一定要报国！”2017年的今天，黄大年病逝，年仅58岁。致 ...展开全文c,1/8/2020 17:41,0,528,335,4618,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IoygzdFtd?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【#乌方修改坠机事件声明#】刚刚，乌克兰驻伊朗使馆对坠机事故的声明作出修改。在此前的声明中，#乌克兰客机在德黑兰坠毁#事故原因是引擎故障，排除恐怖袭击可能。但乌方最新声明称，事故原因将由调查委员会公布，在此之前的任何声明都不具有效力。（央视记者刘景）,1/8/2020 18:25,0,938,2215,31250,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/Ioyyy6WrM?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【心碎！#伊朗坠机现场#：遍地可见飞机残骸碎片】今天，一架#乌克兰客机在德黑兰坠毁#。中央广播电视总台记者到达坠机现场后发现：空气中弥漫烧焦的味道，遍地可见飞机残骸碎片。戳图↓↓转发哀悼（总台记者雷湘平）,1/8/2020 18:43,0,287,612,2383,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IoyFzFOak?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【直播！记者直击#伊朗坠机现场#】伊朗国家电视台消息：今天，#乌克兰客机在德黑兰坠毁#。机上载有167名乘客和9名机组成员，全部遇难。目前坠机现场情况如何？中央广播电视总台记者带来现场报道↓关注！（总台记者雷湘平） O央视新闻的微博直播 .,1/8/2020 18:48,0,290,357,24967,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IoyHGgaWu?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,#澳大利亚血色天空# 【#别让动物用生命买单#】火炎焱燚……4个月，5亿只动物丧生火海，尸体堆积如山。↓↓它只是1/500000000。网友：心都碎了，救救这些小可爱吧！,1/8/2020 19:16,0,2477,1893,10919,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IoyT9gHjw?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【#伊拉克称伊朗袭击前曾发出通知# 目标仅限于美军】今天，#美军驻伊空军基地遭导弹袭击#。伊拉克军方发布声明：8日凌晨收到伊朗正式口头通知，称其对暗杀苏莱马尼事件的反应已经或即将开始，目标仅限于驻伊美军，但未说明具体地点。（央视记者付新日）,1/8/2020 19:51,0,560,1460,26938,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/Ioz7az0D1?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【最新消息！#武汉8名不明原因病毒性肺炎患者已出院#】据湖北省武汉市卫生健康委：今天，武汉8名不明原因的病毒性肺炎患者治愈出院。8名患者之前在武汉相关医院诊治，后均集中收治在武汉市金银潭医院，经诊疗救治，已连续多日无发热、肺炎等临床表现。临床专家诊断后，认为符合出院标准，可以出院。（ ...展开全文c,1/8/2020 20:20,1,1386,1591,10927,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IoziShB9u?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【#霍金诞辰78年# 转发，怀念！】1942年的今天，霍金出生。21岁，他不幸患上卢伽雷氏症，只有3根手指可活动，演讲要靠语音合成器完成。然而，这丝毫没有影响他讨论那些令人敬畏的主题：空间和时间的本性，宇宙的历史和将来……2018年3月，霍金去世，享年76岁。《时间简史》《果壳中的宇宙》，你读过吗 ...展开全文c,1/8/2020 20:46,0,894,332,3757,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IoztnxfKo?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【直播！#戈恩公布从日本逃亡原因#】几天前，保释期间的日产汽车前董事长卡洛斯·戈恩，上演了一场震惊世界的“跨年大逃亡”！在未留下任何出境记录的情况下，合法入境黎巴嫩。今天，戈恩在黎巴嫩召开记者会，对之前一连串嫌疑事件和逃亡原因进行说明。看直播↓真相只有一个 O央视新闻的微博直播 ...展开全文c,1/8/2020 20:54,0,22864,2344,123885,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/Iozx1i8wz?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【畅所欲言！回家路上，你的烦恼我们帮你问政】春运回家，进出火车站时，闸机无法识别身份证怎么办？乘车时，持身份证验票，出现信息不符怎么办？明天，国务院新闻办公室将举行新闻发布会，介绍#2020年春运#形势和工作安排。把你遇到的烦恼和疑问，评论留言告诉我们↓总台帮你现场问政,1/8/2020 22:11,0,266,1017,2189,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IoA23i8j5?from=page_1002062656274875_profile&wvr=6&mod=weibotime
央视新闻,【夜读 | 尚未遇见，已是诀别】“最初，没有人在意这场灾难，这不过是一场山火，一次旱灾，一个物种的灭绝，一座城市的消失。直到这场灾难和每个人息息相关。”——BY《流浪地球》#别让动物用生命买单#不要让每一个动物，都用消失来证明它的珍贵……留言分享你与它的故事 °尚未遇见，已是诀别,1/8/2020 22:52,0,851,347,2813,4.46E+15,https://weibo.comhttps://www.weibo.com/2656274875/IoAiLwOL8?from=page_1002062656274875_profile&wvr=6&mod=weibotime
